KidneyDisease,HighBP,HighChol,CholCheck,Asthma,COPD,BMI,Smoker,Stroke,HeartDiseaseorAttack,PhysActivity,HvyAlcoholConsump,AnyHealthcare,NoDocbcCost,GenHlth,MentHlth,PhysHlth,DiffWalk,Sex,AgeGroup,Education,Income
0.147873189746521,0.6920373519731716,0.6824127631628958,-0.012775517163442626,-0.04142580403640819,-0.09493559632931198,0.02284526539675753,0.028330106461536327,0.03186056251739345,0.028251147110816312,0.0006194582224301543,0.03684959141630102,0.0432852323122733,0.03435837843837838,0.017648198255527686,0.02937209899007102,-0.0002756293276159951,-0.0024263810020088436,0.028485208452538387,0.0919051266996223,-0.023917593309091288,-0.0638615911861084
-0.10095759652645168,0.7020668226979092,-0.6565550028916577,-0.19777316648073923,0.03129253512179509,0.05162351800303598,-0.010499368201421206,-0.03714255957503614,-0.06819862078206869,-0.04429834855706037,-0.0068169778469641595,-0.005151679448987844,-0.03406491628109191,-0.021938951509676227,-0.017571114757076216,-0.04094189186324776,0.01077587792868162,-0.00667777748802032,0.01464402178477923,-0.08612881368626205,-0.019854538217344894,0.055645000003024296
0.16507543116736348,0.1097024266284266,-0.26311150026147323,0.735107402965707,-0.14897274489475687,-0.2861225137724332,0.02922774402444934,0.11568639362905395,0.3042354622782003,0.23352763734693086,0.01832779744448401,0.004120004633825607,0.1011978012479114,0.1369025975710235,0.04739609307878395,0.11874052668302189,-0.014277187408567397,0.019138507394626584,-0.020898734568380997,0.1445004281531747,-0.010616689594477863,-0.1342836897756277
-0.1915869360610272,0.11081164262013193,0.10778214830494534,0.44397488244485683,0.45915878809885613,0.6388093155332437,-0.06666987610194684,-0.022569046652996926,0.04158608282530671,0.09863538440433182,0.0146781085040711,-0.1395581111198215,-0.11257380815299246,-0.08436331298802177,-0.011625342729238552,0.00805154802401789,0.007820552984979199,0.0522036584225445,-0.0844476837130602,-0.0981174591066313,0.1389487782943955,0.16862477570624004
0.21549840145257312,-0.025775155597032737,-0.05664053689722416,-0.3179304117466973,-0.0009592737653344913,0.26036691119452315,0.10387535311778018,0.24313728823048775,0.279924777165707,0.28208891762402544,0.00029260421831334333,0.197803661704888,0.2553939936257012,0.33114897484644007,0.02322645467061696,0.13223413895647607,0.02045007480514568,-0.003674991313000351,0.01609256133197464,-0.0008234547553883963,0.5652095981709512,0.028067263696746503
0.04435065731536998,-0.02394892420792226,-0.037907361001917265,-0.04227983854878646,0.2662100239428455,0.10131491149847967,0.04586633034499181,0.416011685086191,0.04332845531242004,0.10117369019877957,0.013417715625613074,0.5792125267675242,0.23969365837904608,-0.33317365899033446,0.009644453095742774,-0.011771719537565522,-0.018350897161082794,0.02353930577654121,-0.002795264130941793,0.0777326803445043,-0.4630254172391534,-0.011376635291943698
0.10762096053486227,-0.00023692476255365684,-0.010051319303585634,-0.1357108900183561,-0.037168490960293614,-0.05532487819654016,0.043452860285654135,0.655426829005838,0.14860121172448068,0.0773181623017912,0.0031394820967945093,-0.44993420621900676,-0.4491295719207862,-0.3122788970543324,0.0075152669293257895,0.0167777764801989,-0.021093972878882494,-0.009849720984462258,0.009098045353301634,0.010715945325176026,0.04609935438661339,-0.03217345599356381
0.1485356234577814,-0.02065422819704349,-0.009760134370481375,-0.18371498298000152,0.019154481068718792,0.0008887815355886183,0.1382687109205194,-0.5337659824609169,0.3841225886004883,0.5379692370463374,0.019723078082056443,0.032173336415864895,-0.2486965189699506,-0.35516567883288785,-0.0030060528750476003,-0.020953590777637917,-0.017614515424442194,-0.004275052124637763,0.01991402310574298,-0.010476735675276258,-0.10064564119156061,-0.038493575052061725
-0.05099904514905592,-0.028951184089899645,0.01175176466759052,-0.1418273663031241,0.05885444523844064,0.12021238314424554,-0.020059680583470144,0.09162221770096517,-0.09793530552334638,0.43765074935246157,0.008213216657945093,-0.3109768251966373,0.0347194853579292,0.5785187356845335,-0.01871440712093079,-0.04080401224449726,0.039362468499215215,0.007099475419255256,0.0023259743666927558,-0.03378879106661083,-0.5571761589451732,-0.02440600712246227
-0.31166384109419476,0.012284602506170271,0.08586353842570009,0.06505890242544095,-0.0969324723117585,-0.33054574392019087,-0.13922827868097287,0.1230236502559657,-0.11754426806542144,0.33093508817061223,-0.003291847475136956,0.30125916398280017,-0.25579103494815186,0.07597062407352863,-0.015678151414625027,-0.017261086797269426,0.0011461675925418739,-0.013088915281046925,0.017682886608633066,-0.23385638565363498,0.12105981688813916,0.6182695632089765
-0.0911399243656531,0.005788165240060483,0.019495677037710636,-0.038526911975911314,0.016553518082109166,-0.16107994927634725,-0.0696271947901018,0.0006782135728254806,-0.08141184797498849,0.22248313943179177,-0.00374225847412852,-0.440994747078279,0.7073927479398675,-0.37546285741590757,0.00236749937400762,0.03201302643522385,-0.026338562337071058,-0.007172858358679666,0.0059325353260620975,-0.07845632250724506,0.06745839518626696,0.23284272273075193
0.051381455069611545,-0.009033524379586835,0.016411837835847595,-0.08195987736374735,0.18338982130166676,-0.1060955718921759,0.06514234955835353,-0.041519499275560375,0.6524632226571387,-0.43442982207857195,0.007286369108691617,-0.11907034088791306,0.06622750098356575,0.1656716465960308,0.010114891595379491,-0.0064644830878117015,0.024112755496722867,0.007571409309968582,0.013131261202789714,-0.04881678805612894,-0.22476025814227998,0.47442492033029
0.4121971311695228,-0.027038511679548516,-0.07214737630028814,-0.033720543495513844,0.6925142226997633,-0.35885367821832276,-0.006689953479378236,-0.08000382301907134,-0.30428084870516175,0.038650572062717464,-0.003317139566176787,-0.05153358971714458,-0.1067800315382306,0.08986445981361409,0.045796755211918054,0.14017468053487336,-0.02238974605296653,0.0054822166803068315,0.04507474163187226,0.20549558978796806,0.12270130474534785,0.10200203628576637
0.6298969392963425,-0.006010690378878442,-0.054686804730243094,0.10062201627814758,-0.3896738050014391,0.3319555893753405,0.010174138250977726,-0.04733741725540773,-0.2681466235497147,-0.042225547884908364,0.005985526477111981,-0.010932143995810197,-0.029846229375501486,-0.07742255995142693,0.014642221971649615,0.09403517085360243,-0.005165967136071881,-0.004127603618731285,0.01206791246276068,0.027273551444978006,-0.15343490229861445,0.4598209097967884
